Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-061608,2019-12,12/09/2019 17:00,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2340,MICHIGAN AVE,25, , ,2340,MICHIGAN,896596.7,1010215
19-061532,2019-12,12/09/2019 17:03,Y, , ,1, , 41016,6,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4763,GENEVIEVE AVE,72, , ,5534,WREN,889828.4,1041489
19-061537,2019-12,12/09/2019 17:09,Y, , ,1, ,250000,4,LOITERING-BEGGING,400,CHESTNUT ST,35, , , , ,909185.8,1016915
19-061536,2019-12,12/09/2019 17:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / I 44 WESTBOUND,31, , , , ,894727.1,1013527
19-062224,2019-12,12/09/2019 18:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,4371,CHIPPEWA ST,15, , ,4371,CHIPPEWA,886958.8,1004112
19-061622,2019-12,12/09/2019 18:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4467,N TAYLOR AVE,69, , ,4467,TAYLOR,896711.7,1036617
19-061662,2019-12,12/09/2019 18:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7336,HAMPSHIRE DR,6,PARKSHIRE APARTMENTS, ,7336,HAMPSHIRE,878870,995024.6
19-061663,2019-12,12/09/2019 18:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,500,DE BALIVIERE AVE,47,CROSSROADS COLLEGE PREPARATORY SCHO, , , ,881661.2,1026094
20-000363,2019-12,12/09/2019 18:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4918,CLIFTON AVE,8, , ,4918,CLIFTON,878685.1,1002284
19-061543,2019-12,12/09/2019 18:08,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,0,N FLORISSANT AVE / SAINT LOUIS,60, , , , ,905889.4,1025974
19-061546,2019-12,12/09/2019 18:18,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DELMAR BLVD / N TAYLOR AVE,38, , , , ,890637.1,1025747
19-061676,2019-12,12/09/2019 18:25,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2110,LAFAYETTE AVE,32, , ,2110,LAFAYETTE,901042,1012519
19-061603,2019-12,12/09/2019 19:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4343,W FLORISSANT AVE,68,PARK - OFALLON, , , ,898752.8,1036892
19-061553,2019-12,12/09/2019 19:15,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,400,S KINGSHIGHWAY BLVD,38, , ,400,KINGSHIGHWAY,887074.8,1020998
19-061550,2019-12,12/09/2019 19:29,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3326,BELL AVE,77, , ,3300,FRANKLIN,898705.4,1022498
19-061586,2019-12,12/09/2019 19:30,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4166,TYROLEAN AVE,4, , ,4166,TYROLEAN,884240.9,995090.9
19-061555,2019-12,12/09/2019 20:00,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,N 11TH ST / FARRAR ST,65, , ,3606,BLAIR,906302.3,1030336
19-061801,2019-12,12/09/2019 20:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1011,HICKORY ST,34, , ,1001,HICKORY,905667.4,1013498
19-061616,2019-12,12/09/2019 20:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4257,SHREVE AVE,69,SAM S ST LOUIS PACKING CO, ,4257,SHREVE,894040.8,1036514
19-061587,2019-12,12/09/2019 20:00,Y, , ,1, , 72140,1,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,4058,ALMA AVE,4, , ,4058,ALMA,885374.2,995089.6
19-061554,2019-12,12/09/2019 20:08,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,4619,S 38TH ST,16, , ,4600,38TH,891276.2,999809.8
19-061557,2019-12,12/09/2019 20:45,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6901,HAMPTON AVE,8, , ,6901,HAMPTON,878769.2,997854.5
19-061565,2019-12,12/09/2019 21:00,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,5827,HARNEY AVE,72, , ,5827,HARNEY,891613.6,1045483
19-061635,2019-12,12/09/2019 21:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5049,COTE BRILLIANTE AVE,52, , ,5049,COTE BRILLIANTE,888362.8,1031593
19-061558,2019-12,12/09/2019 21:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2247,S GRAND BLVD,27, , ,2247,GRAND,894137.8,1011081
19-061562,2019-12,12/09/2019 21:00,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,8501,TARA LN,73, , ,8501,TARA,892858.7,1048526
19-061902,2019-12,12/09/2019 21:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3624,WEST PINE BLVD,37,SLU - WALSH HALL, ,3624,WEST PINE,896398.6,1020475
19-061560,2019-12,12/09/2019 21:22,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,7057,CHIPPEWA ST,9,SCHNUCKS, ,7057,CHIPPEWA,872714.9,1002363
19-061559,2019-12,12/09/2019 21:25,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4482,CARTER AVE,69, , ,4500,NEWSTEAD,896286,1036039
19-061564,2019-12,12/09/2019 21:35,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,7057,CHIPPEWA ST,9,SCHNUCKS, ,7057,CHIPPEWA,872714.9,1002363
19-061630,2019-12,12/09/2019 22:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",4525,OLIVE ST,38, , ,4525,OLIVE,889986.2,1025205
19-061573,2019-12,12/09/2019 22:29,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4171,LINDELL BLVD,38,SCHNUCK S, ,4171,LINDELL,892104.8,1022153
19-061654,2019-12,12/09/2019 22:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,8324,MINNESOTA AVE,2, , ,8324,MINNESOTA,887173.8,986640.4
19-061567,2019-12,12/09/2019 23:10,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3700,UNION BLVD,70, , ,3700,UNION,889231.6,1036274
19-061571,2019-12,12/09/2019 23:10,Y, , ,1, ,179220,1,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,3800,MERAMEC ST,16, , ,3800,MERAMEC,0,0
19-061568,2019-12,12/09/2019 23:25,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3606,ARSENAL ST,15,MOKABE S COFFEEHOUSE, ,3606,ARSENAL,893764.1,1008345
19-061572,2019-12,12/09/2019 23:30,Y, , ,1, , 43013,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4956,ST LOUIS AVE,55, , , , ,890289.6,1033199
19-061570,2019-12,12/09/2019 23:40,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CONVENTION PZ / I 70 EASTBOUND,35, , , , ,909865.3,1018938
19-062254,2019-12,12/10/2019 01:14,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,736,S BROADWAY,35,BROADWAY OYSTER BAR,BROADWAY OYSTER BAR,736,BROADWAY,908097.1,1014297
19-061575,2019-12,12/10/2019 01:15,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,GRAVOIS AVE / MERAMEC ST,16, , , , ,889337.4,1003165
19-061578,2019-12,12/10/2019 01:17,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / WASHINGTON AVE,35, , , , ,909309,1018339
19-061579,2019-12,12/10/2019 02:00,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,4621,BECK AVE,15,BOMBER O BRIEN S, ,4621,BECK,885916,1004889
19-061580,2019-12,12/10/2019 02:06,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3724,S SPRING AVE,15, ,RESIDENCE BASEMENT,3724,SPRING,892228.5,1003708
19-061583,2019-12,12/10/2019 05:55,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,230,N KINGSHIGHWAY BLVD,38, , , , ,887583.9,1023730
19-061584,2019-12,12/10/2019 06:15,Y, , ,1, , 43016,2,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,6833,SOUTHWEST AVE,10, , ,6833,SOUTHWEST,875491.8,1012274
19-061588,2019-12,12/10/2019 06:20,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3325,DEMENIL PL,22, , ,3325,DEMENIL,901241.6,1004959
19-061681,2019-12,12/10/2019 07:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,9149,CHURCH RD,74, , ,9149,CHURCH,896219.6,1053169
19-061626,2019-12,12/10/2019 07:00,Y, , ,1, , 68711,3,LARCENY-FROM COIN MACH UNDER $500  /ATTEMPT,2910,CALIFORNIA AVE,30, , ,2910,CALIFORNIA,897914,1007991
19-061598,2019-12,12/10/2019 07:00,Y, , ,1, , 43014,6,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,5765,THEODORE AVE,72, , ,5765,THEODORE,890452.3,1044015
19-061598,2019-12,12/10/2019 07:00,Y, , ,1, , 43014,6,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,5765,THEODORE AVE,72, , ,5765,THEODORE,890452.3,1044015
19-061818,2019-12,12/10/2019 07:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1449,HICKORY LN,33, , ,1449,HICKORY,904245.2,1013903
19-061594,2019-12,12/10/2019 07:35,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4140,OREGON AVE,16, , ,4140,OREGON,896336.3,1000189
19-062818,2019-12,12/10/2019 07:35,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3121,HICKORY ST,31, , ,3121,HICKORY,897582.6,1015780
19-061597,2019-12,12/10/2019 08:14,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,6355,STRATFORD AVE,70, , ,6355,STRATFORD,0,0
19-061617,2019-12,12/10/2019 08:20,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,BELT AVE / PAGE BLVD,48, , , , ,884170.7,1030391
19-062665,2019-12,12/10/2019 08:30,Y, , ,1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,5729,OLEATHA AVE,14, , ,5729,OLEATHA,880363.8,1006476
19-061612,2019-12,12/10/2019 08:46,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5120,N KINGSHIGHWAY BLVD,71, , ,5120,KINGSHIGHWAY,893808,1039399
19-061615,2019-12,12/10/2019 08:56,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S COMPTON AVE / MARKET ST,37, , , , ,898147.3,1018841
19-061781,2019-12,12/10/2019 09:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4511,MCMILLAN AVE,54, , ,4511,MCMILLAN,891120.7,1026735
19-062109,2019-12,12/10/2019 09:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4424,BIRCHER BLVD,69, , ,4424,BIRCHER,897041.1,1037453
19-061711,2019-12,12/10/2019 09:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",5938,PERSHING AVE,46, , ,5938,PERSHING,879157.5,1025229
19-061618,2019-12,12/10/2019 09:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,2916,UNION BLVD,52, , ,2916,UNION,888425.2,1034573
19-062212,2019-12,12/10/2019 09:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / MONTANA ST,16, , , , ,893235.5,1001571
19-061623,2019-12,12/10/2019 09:33,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,7827,BANDERO DR,1, , ,7827,BANDERO,886197.3,989867
19-063701,2019-12,12/10/2019 10:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4520,WEST PINE BLVD,38, , ,4520,WEST PINE,888936.6,1022273
19-061634,2019-12,12/10/2019 10:00,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,3709,KEOKUK ST,16, ,K2STL,3709,KEOKUK,892562.1,1002568
19-061769,2019-12,12/10/2019 10:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,5222,WREN AVE,72, , ,5222,WREN,891134.6,1043423
19-061700,2019-12,12/10/2019 10:30,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",3921,N NEWSTEAD AVE,69, , ,3921,NEWSTEAD,895633.1,1033528
19-063715,2019-12,12/10/2019 10:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,RIVERVIEW BLVD / THEODORE AVE,72, , ,5470,ORIOLE,890028.4,1044504
19-061643,2019-12,12/10/2019 10:32,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",4141,OREGON AVE,16, , , , ,896152.1,1000219
19-061646,2019-12,12/10/2019 11:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1850,CASS AVE,61, , ,1848,CASS,905088.9,1022929
19-061637,2019-12,12/10/2019 11:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1375,S KINGSHIGHWAY BLVD,12, , , , ,886778.3,1015563
19-061636,2019-12,12/10/2019 11:05,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,208,N 9TH ST,35,PAUL BROWN LOFTS, ,208,8TH,907701.2,1017745
19-062390,2019-12,12/10/2019 11:11,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8239,CHURCH RD,74, , ,8239,CHURCH,896407.8,1048336
19-061639,2019-12,12/10/2019 11:25,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4946,DELMAR BLVD,38, , ,4946,DELMAR,888111,1026049
19-061639,2019-12,12/10/2019 11:25,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4946,DELMAR BLVD,38, , ,4946,DELMAR,888111,1026049
19-063827,2019-12,12/10/2019 11:30,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2863,S JEFFERSON AVE,30, , ,2863,JEFFERSON,899035,1007943
19-061641,2019-12,12/10/2019 11:43,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,0,CARTER AVE / OBEAR AVE,67, , , , ,902193.6,1032474
19-061649,2019-12,12/10/2019 11:45,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5922,MINNESOTA AVE,1, , ,5922,MINNESOTA,892802.3,992894.7
19-061823,2019-12,12/10/2019 12:00,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",3224,MAGAZINE ST,59, , ,3224,MAGAZINE,899020,1024924
19-064688,2019-12,12/10/2019 12:36,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4753,HAMBURG AVE,4, , ,4753,HAMBURG,879325.7,992958.3
19-061652,2019-12,12/10/2019 12:56,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3622,INDIANA AVE,18, , ,3622,INDIANA,898848.3,1003342
19-061574,2019-12,12/10/2019 12:58,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4335,GERMANIA ST,4, ,LC2B4H  RED HONDA 2DR WM, , ,882044.4,993244.9
19-061770,2019-12,12/10/2019 13:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4484,ANDERSON AVE,69, , ,4484,ANDERSON,896043.4,1035666
19-061667,2019-12,12/10/2019 13:15,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
19-061660,2019-12,12/10/2019 13:20,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4355,S BROADWAY,17,@ CONOCO,@ CONOCO, , ,896676.4,998998.5
19-061671,2019-12,12/10/2019 13:20,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,E CARRIE AVE / HALL ST,79, , , , ,902842.4,1040121
19-061684,2019-12,12/10/2019 13:30,Y, , ,1, ,183999,3,DRUGS-SALE/OTHR UNSPEC DRUG,2816,CHEROKEE ST,19, , ,2816,CHEROKEE,897177.8,1005143
19-061737,2019-12,12/10/2019 14:00,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,3739,KOELN AVE,4, , ,3739,KOELN,885890.1,991507.8
19-061666,2019-12,12/10/2019 14:12,Y, , ,1, ,250000,4,LOITERING-BEGGING,700,WASHINGTON AVE,35, , ,700,WASHINGTON,908433.1,1018467
19-061815,2019-12,12/10/2019 14:19,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,4138,CLEVELAND AVE,27, , ,4138,CLEVELAND,890840.3,1011545
19-063807,2019-12,12/10/2019 14:28,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,3157,SUBLETTE AVE,13, ,@SOUTH PATROL DIVISION,3157,SUBLETTE,882564.6,1008801
19-061675,2019-12,12/10/2019 14:55,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1907,AGNES ST,65, , ,1907,AGNES,905794.6,1028623
19-061731,2019-12,12/10/2019 15:22,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,3901,UNION BLVD,70, , ,3901,UNION,888927.9,1037383
19-061687,2019-12,12/10/2019 15:45,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1001,HIGHLANDS PLAZA DR W,41, , ,1001,HIGHLANDS PLAZA,882559.8,1018396
19-062316,2019-12,12/10/2019 16:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3101,MIAMI ST,19, , ,3101,MIAMI,895827,1004181
19-061809,2019-12,12/10/2019 16:30,Y, , ,1, , 51111,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,3119,ROLLA PL,56, , ,3119,ROLLA,896572.5,1030816
19-061689,2019-12,12/10/2019 16:39,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2220,KEOKUK ST,18, , ,2220,KEOKUK,898542.1,1001565
19-061733,2019-12,12/10/2019 16:40,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1820,MARKET ST,36,CURIO COLLECTION BY HILTON / UNION,HALLWAY LOCKER  OUTSIDE BANQUET OFFI,1820,MARKET,903731.7,1018016
19-061694,2019-12,12/10/2019 16:57,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2746,KEOKUK ST,16, , ,921,GEYER,896981.4,1001846
19-061890,2019-12,12/10/2019 17:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3520,CHOUTEAU AVE,31,LIFE CARE CENTER, ,3520,CHOUTEAU,895991.1,1016574
19-061693,2019-12,12/10/2019 17:08,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,500,S KINGSHIGHWAY BLVD,38, , ,2849,SULPHUR,887196.6,1020593
19-061697,2019-12,12/10/2019 17:10,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3347,BELT AVE,50, , ,3347,BELT,887174.5,1036507
19-061713,2019-12,12/10/2019 17:12,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1631,S JEFFERSON AVE,31, , , , ,899683.5,1013252
19-062050,2019-12,12/10/2019 17:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,701,N SPRING AVE,77, , ,8774,JORDAN,896066.6,1022725
19-061703,2019-12,12/10/2019 17:36,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,4431,S BROADWAY,17, , ,4500,BROADWAY,896140.2,998442.3
19-061750,2019-12,12/10/2019 18:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6266,FAMOUS AVE,10, , ,6266,FAMOUS,879514.1,1014180
19-062214,2019-12,12/10/2019 18:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,5980,KEITH PL,8, , ,5980,KEITH,877558.3,998331.5
19-061742,2019-12,12/10/2019 18:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5347,WALSH ST,7, , ,5347,WALSH,881779.8,1001083
19-061704,2019-12,12/10/2019 18:10,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,315,N 9TH ST,35, ,SCHNUCKS CULINARIA,315,9TH,907779.2,1018012
19-061726,2019-12,12/10/2019 18:15,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1430,MADISON ST,63, , ,1430,MADISON,907055.2,1024056
19-061718,2019-12,12/10/2019 18:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,5313,CHIPPEWA ST,14, , ,5313,CHIPPEWA,882606.1,1004612
19-061715,2019-12,12/10/2019 18:30,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,827,N KINGSHIGHWAY BLVD,51, , , , ,887750.6,1026917
19-061744,2019-12,12/10/2019 18:40,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1111,MISSISSIPPI AVE,32, , , , ,902124.4,1014736
19-062409,2019-12,12/10/2019 18:50,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3842,SHENANDOAH AVE,27, , ,3842,SHENANDOAH,893054.1,1010964
19-061719,2019-12,12/10/2019 18:58,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,GLADYS AVE / RIVERVIEW BLVD,86, , , , ,893199.7,1048238
19-061994,2019-12,12/10/2019 19:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3608,GRAVOIS AVE,19, , ,3608,GRAVOIS,893507.8,1004763
19-061738,2019-12,12/10/2019 19:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,1225,UNION BLVD,48, , ,1225,UNION,885132.9,1029391
19-061776,2019-12,12/10/2019 19:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2110,MENARD ST,21, , ,2110,MENARD,903863.3,1010118
19-061716,2019-12,12/10/2019 19:02,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3400,NEBRASKA AVE,19, , ,2900,CHEROKEE,896815.4,1005396
19-061755,2019-12,12/10/2019 19:15,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 10TH ST / COLE ST,35, , ,701,CONVENTION,908031.7,1020149
19-061717,2019-12,12/10/2019 19:15,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6564,LINDENWOOD PL,9, , ,6564,LINDENWOOD,876499.4,1005583
19-061728,2019-12,12/10/2019 19:19,Y, , ,1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,6816,GARNER AVE,43, ,FRONT YARD,6816,GARNER,875889.2,1014589
19-061836,2019-12,12/10/2019 19:30,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3650,CALIFORNIA AVE,19, , ,3650,CALIFORNIA,897169.5,1003333
19-061772,2019-12,12/10/2019 19:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3728,GRAVOIS AVE,15, , ,3728,GRAVOIS,892289.4,1004342
19-061725,2019-12,12/10/2019 19:55,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,512,N EUCLID AVE,38,EVANGELINES BISTRO,@EVANELINES,512,EUCLID,888761.9,1025574
19-061835,2019-12,12/10/2019 20:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,430,S 15TH ST,36,GREYHOUND BUS STATION, ,430,15TH,904845.8,1016613
19-061793,2019-12,12/10/2019 20:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4041,CHOUTEAU AVE,39, , ,4041,CHOUTEAU,892021.8,1017877
19-061732,2019-12,12/10/2019 20:10,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,3930,N KINGSHIGHWAY BLVD,69,CAROUSEL HOTEL,ROOM 130,3930,KINGSHIGHWAY,891566.9,1035732
19-061734,2019-12,12/10/2019 20:28,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2034,MADISON ST,60, , ,2034,MADISON,904665.8,1024277
19-061746,2019-12,12/10/2019 20:42,Y, , ,1, , 41021,1,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,504,BATES ST,1,BP GAS STATION, , , ,892637.8,994365.9
19-062092,2019-12,12/10/2019 21:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2628,LEMP AVE,22, , ,2628,LEMP,901500.8,1008214
19-061870,2019-12,12/10/2019 21:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4063,MERAMEC ST,16, , ,4063,MERAMEC,889860.7,1002801
19-061752,2019-12,12/10/2019 21:15,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,9000,HALL ST,79, , ,6100,BROADWAY,901468,1053613
19-061741,2019-12,12/10/2019 21:15,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,SAN JUAN AVE / THRUSH AVE,74, , , , ,897603.1,1047458
19-061749,2019-12,12/10/2019 21:25,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,MANCHESTER AVE / S TAYLOR AVE,39, , , , ,888330.1,1016968
19-062081,2019-12,12/10/2019 21:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4308,MARYLAND AVE,38, , ,4308,MARYLAND,891393.3,1022752
